"gnd_id","author","title","date"
"http://d-nb.info/gnd/11852710X","Arthur Conan Doyle","Sherlock Holmes - D…",2013
"http://d-nb.info/gnd/11852710X","Arthur Conan Doyle","Sherlock Holmes - D…",2013
"http://d-nb.info/gnd/118717286","Edward Gibbon","Verfall und Unterga…",2013
"http://d-nb.info/gnd/118624822","Mark Twain","Short Stories",2013
"http://d-nb.info/gnd/118717286","Edward Gibbon","Verfall und Unterga…",2012
"http://d-nb.info/gnd/118717286","Edward Gibbon","Verfall und Unterga…",2012
"http://d-nb.info/gnd/118717286","Edward Gibbon","Verfall und Unterga…",2012
"http://d-nb.info/gnd/118621483","William Makepeace T…","Jahrmarkt der Eitel…",2012
"http://d-nb.info/gnd/118621483","William Makepeace T…","Jahrmarkt der Eitel…",2012
"http://d-nb.info/gnd/118505173","Jane Austen","Edgar und Emma",2011
"http://d-nb.info/gnd/118505173","Jane Austen","Die schöne Cassandra",2011
"http://d-nb.info/gnd/118561960","Alexander Kielland","Hellgrün ist die Ho…",2011
"http://d-nb.info/gnd/118809709","Herman Bang","Reportagen zu wechs…",2010
"http://d-nb.info/gnd/118809709","Herman Bang","Reportagen zu wechs…",2010
"http://d-nb.info/gnd/118809709","Herman Bang","Reportagen zu wechs…",2010
"http://d-nb.info/gnd/118809709","Herman Bang","Reportagen zu wechs…",2010
"http://d-nb.info/gnd/118809709","Herman Bang","Novellen und Skizze…",2010
"http://d-nb.info/gnd/118809709","Herman Bang","Reportagen zu wechs…",2010
"http://d-nb.info/gnd/133985113","Johannes Dose","Der Muttersohn – Ba…",2010
"http://d-nb.info/gnd/133985113","Johannes Dose","Der Muttersohn – Ba…",2010
"http://d-nb.info/gnd/11852710X","Arthur Conan Doyle","Die fünf Orangenker…",2009
"http://d-nb.info/gnd/11852710X","Arthur Conan Doyle","Das leere Haus",2009
"http://d-nb.info/gnd/11852710X","Arthur Conan Doyle","Das Diadem aus Bery…",2007
"http://d-nb.info/gnd/118809709","Herman Bang","Zehn Jahre – Erinne…",2007
"http://d-nb.info/gnd/119481006","Jeanne-Marie Leprin…","La Belle et la bête",2006
"http://d-nb.info/gnd/118624822","Mark Twain","Eine Pferdegeschich…",2005
"http://d-nb.info/gnd/118553739","Ödön von Horváth","Himmelwärts und and…",2001
"http://d-nb.info/gnd/118549553","Johann Gottfried He…","Italienische Reise",1988
"http://d-nb.info/gnd/118553739","Ödön von Horváth","Geschichten aus dem…",1976
"http://d-nb.info/gnd/116211946","Victor Auburtin","Sylt 1921",1973
"http://d-nb.info/gnd/118618725","Theodor Storm","Sylter Novelle",1973
"http://d-nb.info/gnd/118701592","Walther Harich","Der Aufstieg",1972
"http://d-nb.info/gnd/104671874","Hans Theis","Sagen aus der Eifel",1966
"http://d-nb.info/gnd/117208612","Georg Weerth","Skizzen aus dem soz…",1957
"http://d-nb.info/gnd/118540238","Johann Wolfgang von…","Die Wahlverwandtsch…",1951
"http://d-nb.info/gnd/118506617","Ernst Barlach","Der gestohlene Mond",1948
"http://d-nb.info/gnd/116288582","Alma Johanna Koenig","Nero - der jugendli…",1947
"http://d-nb.info/gnd/118977113","Ludwig Steub","Sommer in Oberbayern",1947
"http://d-nb.info/gnd/118535560","Egon Friedell","Die Rückkehr der Ze…",1946
"http://d-nb.info/gnd/118535560","Egon Friedell","Die Reise mit der Z…",1946
"http://d-nb.info/gnd/118637479","Stefan Zweig","Die Welt von Gestern",1944
"http://d-nb.info/gnd/118637479","Stefan Zweig","Amerigo. Die Geschi…",1944
"http://d-nb.info/gnd/118637479","Stefan Zweig","Schachnovelle",1943
"http://d-nb.info/gnd/118535315","Sigmund Freud","Psychopathische Per…",1942
"http://d-nb.info/gnd/118637231","Albin Zollinger","Der Fröschlacher Ku…",1941
"http://d-nb.info/gnd/118637479","Stefan Zweig","Brasilien",1941
"http://d-nb.info/gnd/118637231","Albin Zollinger","Pfannenstiel",1940
"http://d-nb.info/gnd/118997718","Annemarie Schwarzen…","Das glückliche Tal",1940
"http://d-nb.info/gnd/118535315","Sigmund Freud","Die Ichspaltung im …",1940
"http://d-nb.info/gnd/118535315","Sigmund Freud","Die psychoanalytisc…",1940
"http://d-nb.info/gnd/118598538","Friedrich Ratzel","Erdenmacht und Völk…",1940
"http://d-nb.info/gnd/118723618","Kurt Kluge","Die Zaubergeige",1940
"http://d-nb.info/gnd/118535315","Sigmund Freud","Der Mann Moses und …",1939
"http://d-nb.info/gnd/118637479","Stefan Zweig","Ungeduld des Herzens",1939
"http://d-nb.info/gnd/118637479","Stefan Zweig","Maria Stuart",1939
"http://d-nb.info/gnd/118630458","Ernst Weiß","Der Verführer",1938
"http://d-nb.info/gnd/118603140","Joseph Roth","Die Kapuzinergruft",1938
"http://d-nb.info/gnd/118723618","Kurt Kluge","Der Herr Kortüm",1938
"http://d-nb.info/gnd/118728814","Oskar Loerke","Anton Bruckner",1938
"http://d-nb.info/gnd/118637479","Stefan Zweig","Triumph und Tragik …",1938
"http://d-nb.info/gnd/118637479","Stefan Zweig","Magellan",1938
"http://d-nb.info/gnd/118535315","Sigmund Freud","Die endliche und di…",1937
"http://d-nb.info/gnd/118535315","Sigmund Freud","Konstruktionen in d…",1937
"http://d-nb.info/gnd/118563238","Jochen Klepper","Der Vater",1937
"http://d-nb.info/gnd/118603140","Joseph Roth","Das falsche Gewicht",1937
"http://d-nb.info/gnd/118585916","Robert Musil","Über die Dummheit",1937
"http://d-nb.info/gnd/118795392","Scholem Alejchem","Eine Hochzeit ohne …",1936
"http://d-nb.info/gnd/118535560","Egon Friedell","Kulturgeschichte de…",1936
"http://d-nb.info/gnd/118623230","Ernst Toller","Eine Jugend in Deut…",1936
"http://d-nb.info/gnd/118535315","Sigmund Freud","Brief an Romain Rol…",1936
"http://d-nb.info/gnd/118731254","Hugo Marti","Eine Kindheit",1936
"http://d-nb.info/gnd/118862944","Korfiz Holm","Mehr Glück als Vers…",1936
"http://d-nb.info/gnd/118603140","Joseph Roth","Beichte eines Mörde…",1936
"http://d-nb.info/gnd/118585916","Robert Musil","Nachlaß zu Lebzeiten",1936
"http://d-nb.info/gnd/133251381","Robert Seitz","Die Liebe, alt wie …",1936
"http://d-nb.info/gnd/118605526","Rahel Sanzara","Die glückliche Hand",1936
"http://d-nb.info/gnd/118637479","Stefan Zweig","Castellio gegen Cal…",1936
"http://d-nb.info/gnd/118737732","Fritz Müller-Parten…","Die Firma",1935
"http://d-nb.info/gnd/118731254","Hugo Marti","Rudolf von Tavel - …",1935
"http://d-nb.info/gnd/118731254","Hugo Marti","Davoser Stundenbuch",1935
"http://d-nb.info/gnd/118723618","Kurt Kluge","Die gefälschte Gött…",1935
"http://d-nb.info/gnd/1027233732","Oswald Levett","Papilio Mariposa",1935
"http://d-nb.info/gnd/116836776","Manfred Schneider","Don Francsico de Go…",1935
"http://d-nb.info/gnd/133251381","Robert Seitz","Die Häuser am Kolk",1935
"http://d-nb.info/gnd/118997718","Annemarie Schwarzen…","Winter in Vorderasi…",1934
"http://d-nb.info/gnd/118530909","Paul Ernst","Tagebuch eines Dich…",1934
"http://d-nb.info/gnd/118630458","Ernst Weiß","Die Vaterlosen oder…",1934
"http://d-nb.info/gnd/11861956X","Eduard Stucken","Die weißen Götter –…",1934
"http://d-nb.info/gnd/118685619","Kurt Faber","Unter Eskimos und W…",1934
"http://d-nb.info/gnd/118629387","Jakob Wassermann","Joseph Kerkhovens d…",1934
"http://d-nb.info/gnd/118629387","Jakob Wassermann","Joseph Kerkhovens d…",1934
"http://d-nb.info/gnd/133251381","Robert Seitz","Das Börshooper Buch",1934
"http://d-nb.info/gnd/118997718","Annemarie Schwarzen…","Lyrische Novelle",1933
"http://d-nb.info/gnd/118590391","Carl von Ossietzky","Sämtliche Schriften…",1933
"http://d-nb.info/gnd/118685899","Johannes Daniel Falk","Goethes erste Bekan…",1933
"http://d-nb.info/gnd/11861956X","Eduard Stucken","Giuliano",1933
"http://d-nb.info/gnd/119320525","Friede H. Kraze","Garba",1933
"http://d-nb.info/gnd/118535315","Sigmund Freud","Neue Folge der Vorl…",1933
"http://d-nb.info/gnd/118535315","Sigmund Freud","Warum Krieg?",1933
"http://d-nb.info/gnd/118685619","Kurt Faber","Tausend und ein Abe…",1933
"http://d-nb.info/gnd/118697927","Georg Groddeck","Der Mensch als Symb…",1933
"http://d-nb.info/gnd/118537490","Ludwig Ganghofer","Bergheimat",1933
"http://d-nb.info/gnd/118563238","Jochen Klepper","Der Kahn der fröhli…",1933
"http://d-nb.info/gnd/116754184","Joseph von Lauff","Die Heilige vom Nie…",1933
"http://d-nb.info/gnd/118668250","Karel Čapek","Hordubal",1933
"http://d-nb.info/gnd/1027233732","Oswald Levett","Verirrt in den Zeit…",1933
"http://d-nb.info/gnd/122250656","Meinrad Lienert","Das Glöcklein auf R…",1933
"http://d-nb.info/gnd/118616110","Oswald Spengler","Jahre der Entscheid…",1933
"http://d-nb.info/gnd/11860743X","René Schickele","Die Witwe Bosca",1933
"http://d-nb.info/gnd/11860743X","René Schickele","Himmlische Landscha…",1933
"http://d-nb.info/gnd/118637843","Theodor Birt","Frauen der Antike",1932
"http://d-nb.info/gnd/118535315","Sigmund Freud","Zur Gewinnung des F…",1932
"http://d-nb.info/gnd/118706195","Josef Hofmiller","Versuche",1932
"http://d-nb.info/gnd/118731254","Hugo Marti","Die Herberge am Flu…",1932
"http://d-nb.info/gnd/118601121","Joachim Ringelnatz","Die Flasche und mit…",1932
"http://d-nb.info/gnd/118585916","Robert Musil","Der Mann ohne Eigen…",1932
"http://d-nb.info/gnd/117464546","Walter Seidl","Romeo im Fegefeuer",1932
"http://d-nb.info/gnd/118637479","Stefan Zweig","Marie Antoinette",1932
"http://d-nb.info/gnd/118609807","Arthur Schnitzler","Flucht in die Finst…",1931
"http://d-nb.info/gnd/116681691","Artur Landsberger","Mensch und Richter",1931
"http://d-nb.info/gnd/118997718","Annemarie Schwarzen…","Freunde um Bernhard",1931
"http://d-nb.info/gnd/118674927","Alfred Brust","Der Lächler von Dun…",1931
"http://d-nb.info/gnd/118850245","Theodor Däubler","Die Göttin mit der …",1931
"http://d-nb.info/gnd/118630458","Ernst Weiß","Georg Letham",1931
"http://d-nb.info/gnd/118535315","Sigmund Freud","Über libidinöse Typ…",1931
"http://d-nb.info/gnd/118535315","Sigmund Freud","Über die weibliche …",1931
"http://d-nb.info/gnd/118553739","Ödön von Horváth","Ein Wochenendspiel",1931
"http://d-nb.info/gnd/118553739","Ödön von Horváth","Geschichten aus dem…",1931
"http://d-nb.info/gnd/118629387","Jakob Wassermann","Etzel Andergast",1931
"http://d-nb.info/gnd/118601121","Joachim Ringelnatz","Kinder-Verwirr-Buch",1931
"http://d-nb.info/gnd/11862444X","Kurt Tucholsky","Weltbild, nach inte…",1931
"http://d-nb.info/gnd/11862444X","Kurt Tucholsky","Der Mensch",1931
"http://d-nb.info/gnd/11862444X","Kurt Tucholsky","Parteiwirtschaft",1931
"http://d-nb.info/gnd/11862444X","Kurt Tucholsky","Schloß Gripsholm",1931
"http://d-nb.info/gnd/11860743X","René Schickele","Der Wolf in der Hür…",1931
"http://d-nb.info/gnd/118637479","Stefan Zweig","Die Heilung durch d…",1931
"http://d-nb.info/gnd/117276464","Alfred Schirokauer","Alarm",1930
"http://d-nb.info/gnd/116017538","Arthur Kahane","Die Thimigs",1930
"http://d-nb.info/gnd/116017538","Arthur Kahane","Theater",1930
"http://d-nb.info/gnd/116205989","Clara Blüthgen","Götzendienst",1930
"http://d-nb.info/gnd/118511653","Franz Blei","Männer und Masken",1930
"http://d-nb.info/gnd/118652818","Max Barthel","Blockhaus an der Wo…",1930
"http://d-nb.info/gnd/11863318X","Bruno Wille","Der Maschinenmensch…",1930
"http://d-nb.info/gnd/118590391","Carl von Ossietzky","Sämtliche Schriften…",1930
"http://d-nb.info/gnd/119520621","Edlef Köppen","Heeresbericht",1930
"http://d-nb.info/gnd/118623230","Ernst Toller","Feuer aus den Kesse…",1930
"http://d-nb.info/gnd/118535315","Sigmund Freud","Das Unbehagen in de…",1930
"http://d-nb.info/gnd/118535315","Sigmund Freud","Goethe-Preis",1930
"http://d-nb.info/gnd/118553739","Ödön von Horvath","Der ewige Spießer",1930
"http://d-nb.info/gnd/118553739","Ödön von Horváth","Italienische Nacht",1930
"http://d-nb.info/gnd/118701592","Walther Harich","Der Kunstfälscher",1930
"http://d-nb.info/gnd/118763687","Hermann Ungar","Colberts Reise",1930
"http://d-nb.info/gnd/118603140","Joseph Roth","Hiob",1930
"http://d-nb.info/gnd/117033669","Paul Schreckenbach","Die von Wintzingero…",1930
"http://d-nb.info/gnd/117033669","Paul Schreckenbach","Der König von Rothe…",1930
"http://d-nb.info/gnd/117464546","Walter Seidl","Anasthase und das U…",1930
"http://d-nb.info/gnd/119037742","Willy Seidel","Die magische Latern…",1930
"http://d-nb.info/gnd/119037742","Willy Seidel","Die Himmel der Farb…",1930
"http://d-nb.info/gnd/118637231","Albin Zollinger","Der halbe Mensch",1929
"http://d-nb.info/gnd/118512706","Wilhelm Bölsche","Drachen",1929
"http://d-nb.info/gnd/118878484","Helene Böhlau","Kristine",1929
"http://d-nb.info/gnd/118628739","Edgar Wallace","Die toten Augen von…",1929
"http://d-nb.info/gnd/11861956X","Eduard Stucken","Im Schatten Shakesp…",1929
"http://d-nb.info/gnd/118590561","Hans Ostwald","Das Zillebuch",1929
"http://d-nb.info/gnd/118612603","Hans von Seeckt","Gedanken eines Sold…",1929
"http://d-nb.info/gnd/118617133","Hermann Stehr","Nathanael Maechler",1929
"http://d-nb.info/gnd/118603140","Joseph Roth","Rechts und Links",1929
"http://d-nb.info/gnd/118566288","Karl Kraus","Literatur und Lüge",1929
"http://d-nb.info/gnd/118562681","Klabund","Rasputin",1929
"http://d-nb.info/gnd/11862444X","Kurt Tucholsky","Befürchtung",1929
"http://d-nb.info/gnd/11862444X","Kurt Tucholsky","Was machen Menschen…",1929
"http://d-nb.info/gnd/11862444X","Kurt Tucholsky","Schnipsel",1929
"http://d-nb.info/gnd/11872567X","Manfred Kyber","Die drei Lichter de…",1929
"http://d-nb.info/gnd/122250656","Meinrad Lienert","Der doppelte Matthi…",1929
"http://d-nb.info/gnd/118798987","Otto Stoessl","Menschendämmerung",1929
"http://d-nb.info/gnd/117306355","Paul Wertheimer","Respektlose Geschic…",1929
"http://d-nb.info/gnd/118637479","Stefan Zweig","Joseph Fouché",1929
"http://d-nb.info/gnd/101099851","Godard D'Aucourt","Themidor",1928
"http://d-nb.info/gnd/101099851","Godard D'Aucourt","Themidor",1928
"http://d-nb.info/gnd/117311340","Arthur Schurig","Der vollkommene Spi…",1928
"http://d-nb.info/gnd/116017538","Arthur Kahane","Tagebuch des Dramat…",1928
"http://d-nb.info/gnd/104086424","Kurt Aram","An den Ufern des Ar…",1928
"http://d-nb.info/gnd/116288582","Alma Johanna Koenig","Gudrun",1928
"http://d-nb.info/gnd/118609807","Arthur Schnitzler","Therese",1928
"http://d-nb.info/gnd/116681691","Artur Landsberger","Bankhaus Reichenbach",1928
"http://d-nb.info/gnd/118674927","Alfred Brust","Jutt und Jula",1928
"http://d-nb.info/gnd/118637843","Theodor Birt","Das Kulturleben der…",1928
"http://d-nb.info/gnd/118546910","Carl Hauptmann","Einhart der Lächler",1928
"http://d-nb.info/gnd/118590391","Carl von Ossietzky","Sämtliche Schriften…",1928
"http://d-nb.info/gnd/118850245","Theodor Däubler","L'Africana",1928
"http://d-nb.info/gnd/118530909","Paul Ernst","Geschichten von deu…",1928
"http://d-nb.info/gnd/118630458","Ernst Weiß","Boëtius von Orlamün…",1928
"http://d-nb.info/gnd/118535315","Sigmund Freud","Dostojewski und die…",1928
"http://d-nb.info/gnd/118533940","Walter Flex","Der Kanzler Klaus v…",1928
"http://d-nb.info/gnd/118731254","Hugo Marti","Rumänische Mädchen",1928
"http://d-nb.info/gnd/118629387","Jakob Wassermann","Der Fall Maurizius",1928
"http://d-nb.info/gnd/118629387","Jakob Wassermann","Das Gold von Caxama…",1928
"http://d-nb.info/gnd/116754184","Joseph von Lauff","Der papierene Aloys",1928
"http://d-nb.info/gnd/118601121","Joachim Ringelnatz","Als Mariner im Krieg",1928
"http://d-nb.info/gnd/118562681","Klabund","Borgia",1928
"http://d-nb.info/gnd/11862444X","Kurt Tucholsky","Yousana-wo-bi-räbid…",1928
"http://d-nb.info/gnd/122250656","Meinrad Lienert","Der König von Euland",1928
"http://d-nb.info/gnd/116438045","Maurice Renard","Ein Mensch unter de…",1928
"http://d-nb.info/gnd/118617648","Stendhal","Napoleon Bonaparte",1928
"http://d-nb.info/gnd/119292254","Richard A. Bermann","Das Urwaldschiff",1927
"http://d-nb.info/gnd/118609807","Arthur Schnitzler","Spiel im Morgengrau…",1927
"http://d-nb.info/gnd/116681691","Artur Landsberger","Liebe und Bananen",1927
"http://d-nb.info/gnd/118511653","Franz Blei","Frauen und Männer d…",1927
"http://d-nb.info/gnd/118506617","Ernst Barlach","Ein selbsterzähltes…",1927
"http://d-nb.info/gnd/118506234","Hugo Ball","Hermann Hesse",1927
"http://d-nb.info/gnd/118652818","Max Barthel","Der Mensch am Kreuz",1927
"http://d-nb.info/gnd/119424762","Enrique Gómez Carri…","Mata Hari",1927
"http://d-nb.info/gnd/118535560","Egon Friedell","Kulturgeschichte de…",1927
"http://d-nb.info/gnd/118535560","Egon Friedell","Kulturgeschichte de…",1927
"http://d-nb.info/gnd/118535560","Egon Friedell","Kulturgeschichte de…",1927
"http://d-nb.info/gnd/118535560","Egon Friedell","Kulturgeschichte de…",1927
"http://d-nb.info/gnd/118535560","Egon Friedell","Kulturgeschichte de…",1927
"http://d-nb.info/gnd/118584758","Erich Mühsam","Unpolitische Erinne…",1927
"http://d-nb.info/gnd/118623230","Ernst Toller","Hoppla, wir leben!",1927
"http://d-nb.info/gnd/118737732","Fritz Müller-Parten…","Kaum genügend",1927
"http://d-nb.info/gnd/118737732","Fritz Müller-Parten…","Kaum genügend",1927
"http://d-nb.info/gnd/118559230","Franz Kafka","Amerika",1927
"http://d-nb.info/gnd/118535315","Sigmund Freud","Die Zukunft einer I…",1927
"http://d-nb.info/gnd/118535315","Sigmund Freud","Der Humor",1927
"http://d-nb.info/gnd/118535315","Sigmund Freud","Fetischismus",1927
"http://d-nb.info/gnd/116692251","Ludwig Frahm","Kumm rin – kiek rut",1927
"http://d-nb.info/gnd/118881280","Franz Hessel","Heimliches Berlin",1927
"http://d-nb.info/gnd/118582046","Gustav Meyrink","Der Engel vom westl…",1927
"http://d-nb.info/gnd/118763687","Hermann Ungar","Die Klasse",1927
"http://d-nb.info/gnd/124231284","Wolfgang Hellmert","Fall Vehme Holzdorf",1927
"http://d-nb.info/gnd/118753711","Robert Louis Steven…","Die tollen Männer",1927
"http://d-nb.info/gnd/118753711","Robert Louis Steven…","In der Südsee. Zwei…",1927
"http://d-nb.info/gnd/118753711","Robert Louis Steven…","Der Schatz von Fran…",1927
"http://d-nb.info/gnd/118753711","Robert Louis Steven…","Markheim",1927
"http://d-nb.info/gnd/118753711","Robert Louis Steven…","Der Strand von Fale…",1927
"http://d-nb.info/gnd/118798987","Otto Stoessl","Die Schmiere",1927
"http://d-nb.info/gnd/119037742","Willy Seidel","Alarm im Jenseits",1927
"http://d-nb.info/gnd/119037742","Willy Seidel","Schattenpuppen",1927
"http://d-nb.info/gnd/118609807","Schnitzler Arthur","Traumnovelle",1926
"http://d-nb.info/gnd/11861861X","Adolf Stoltze","Vinzenz Fettmilch",1926
"http://d-nb.info/gnd/118973096","Arthur Holitscher","Das unruhige Asien",1926
"http://d-nb.info/gnd/118609807","Arthur Schnitzler","Traumnovelle / 1",1926
"http://d-nb.info/gnd/116681691","Artur Landsberger","Emil",1926
"http://d-nb.info/gnd/118506617","Ernst Barlach","Der blaue Boll",1926
"http://d-nb.info/gnd/11851038X","Hugo Bettauer","Der Frauenmörder",1926
"http://d-nb.info/gnd/118652818","Max Barthel","Deutschland - Licht…",1926
"http://d-nb.info/gnd/116636785","Egmont Colerus","Zwei Welten - 1",1926
"http://d-nb.info/gnd/116636785","Egmont Colerus","Zwei Welten - 2",1926
"http://d-nb.info/gnd/118590391","Carl von Ossietzky","Sämtliche Schriften…",1926
"http://d-nb.info/gnd/116477210","Paul Enderling","Der Fremdling",1926
"http://d-nb.info/gnd/118559230","Franz Kafka","Das Schloß",1926
"http://d-nb.info/gnd/118535315","Sigmund Freud","Die Frage der Laien…",1926
"http://d-nb.info/gnd/118532200","Heinrich Federer","Unter südlichen Son…",1926
"http://d-nb.info/gnd/118731254","Hugo Marti","Rumänisches Interme…",1926
"http://d-nb.info/gnd/118603140","Joseph Roth","Reise in Rußland",1926
"http://d-nb.info/gnd/118629387","Jakob Wassermann","Der Aufruhr um den …",1926
"http://d-nb.info/gnd/118562681","Klabund","Störtebecker",1926
"http://d-nb.info/gnd/118565494","Paul Kornfeld","Kilian oder Die gel…",1926
"http://d-nb.info/gnd/11874318X","Ludwig Quidde","Erinnerungen. Im Ka…",1926
"http://d-nb.info/gnd/118771876","Richard Wilhelm","Die Seele Chinas",1926
"http://d-nb.info/gnd/118605526","Rahel Sanzara","Das verlorene Kind",1926
"http://d-nb.info/gnd/118973096","Arthur Holitscher","Der Narrenbaedeker",1925
"http://d-nb.info/gnd/118973096","Arthur Holitscher","Der Narrenführer du…",1925
"http://d-nb.info/gnd/118609807","Arthur Schnitzler","Die Frau des Richte…",1925
"http://d-nb.info/gnd/11866381X","Vincente Blasco Iba…","Die Toten befehlen",1925
"http://d-nb.info/gnd/118663909","Karl Bleibtreu","Der Aufgang des Abe…",1925
"http://d-nb.info/gnd/118509039","Walter Benjamin","Goethes Wahlverwand…",1925
"http://d-nb.info/gnd/118509039","Walter Benjamin","Ursprung des deutsc…",1925
"http://d-nb.info/gnd/118878484","Helene Böhlau","Die leichtsinnige E…",1925
"http://d-nb.info/gnd/117016659","Charlotte Niese<","Er und Sie und ande…",1925
"http://d-nb.info/gnd/127581413","Ferdinand Emmerich","Im Gran Chaco von P…",1925
"http://d-nb.info/gnd/118630458","Ernst Weiß","Männer in der Nacht",1925
"http://d-nb.info/gnd/118559230","Kafka Franz","Der Prozess",1925
"http://d-nb.info/gnd/118737732","Fritz Müller-Parten…","München",1925
"http://d-nb.info/gnd/118559230","Franz Kafka","Der Prozeß",1925
"http://d-nb.info/gnd/119320525","Friede H. Kraze","Jahr der Wandlung /…",1925
"http://d-nb.info/gnd/118535315","Sigmund Freud","Die Verneinung",1925
"http://d-nb.info/gnd/118535315","Sigmund Freud","Einige psychische F…",1925
"http://d-nb.info/gnd/118535315","Sigmund Freud","Notiz über den »Wun…",1925
"http://d-nb.info/gnd/118532200","Heinrich Federer","Regina Lob",1925
"http://d-nb.info/gnd/118760041","Georg Schweinfurth","Afrikanisches Skizz…",1925
"http://d-nb.info/gnd/118731254","Hugo Marti","Ein Jahresring",1925
"http://d-nb.info/gnd/118701592","Walther Harich","Jean Paul",1925
"http://d-nb.info/gnd/1073199967","Johanna Zürcher-Sie…","Das Freudengärtlein",1925
"http://d-nb.info/gnd/118629387","Jakob Wassermann","Laudin und die Sein…",1925
"http://d-nb.info/gnd/118562681","Klabund","Der Kreidekreis",1925
"http://d-nb.info/gnd/11862444X","Kurt Tucholsky","Der Primus",1925
"http://d-nb.info/gnd/11862444X","Kurt Tucholsky","Herr Wendriner erzi…",1925
"http://d-nb.info/gnd/11862444X","Kurt Tucholsky","Kleine Geschichten",1925
"http://d-nb.info/gnd/118873237","Larissa Reissner","Hamburger Oktober 1…",1925
"http://d-nb.info/gnd/118873237","Larissa Reissner","Im Lager der Armut",1925
"http://d-nb.info/gnd/118873237","Larissa Reissner","Ullstein",1925
"http://d-nb.info/gnd/11860743X","René Schickele","Ein Erbe am Rhein –…",1925
"http://d-nb.info/gnd/11860743X","René Schickele","Ein Erbe am Rhein –…",1925
"http://d-nb.info/gnd/107146134","Therese Rie","Das Leben",1925
"http://d-nb.info/gnd/118764764","Walter Serner","Der Pfiff um die Ec…",1925
"http://d-nb.info/gnd/118764764","Walter Serner","Die Tigerin",1925
"http://d-nb.info/gnd/118637479","Stefan Zweig","Drei Dichter ihres …",1925
"http://d-nb.info/gnd/118637479","Stefan Zweig","Der Kampf mit dem D…",1925
"http://d-nb.info/gnd/118637479","Stefan Zweig","Romain Rolland",1925
"http://d-nb.info/gnd/119037742","Willy Seidel","Der Gott im Treibha…",1925
"http://d-nb.info/gnd/118609807","Schnitzler Arthur","Fräulein Else",1924
"http://d-nb.info/gnd/116017538","Arthur Kahane","Der Schauspieler",1924
"http://d-nb.info/gnd/116288582","Alma Johanna Koenig","Die Geschichte von …",1924
"http://d-nb.info/gnd/118528068","Alexander Dumas","Das Halsband der Kö…",1924
"http://d-nb.info/gnd/118528068","Alexander Dumas","Das Halsband der Kö…",1924
"http://d-nb.info/gnd/116310316","Claude Anet","Ariane",1924
"http://d-nb.info/gnd/123217687","Karl Adolph","Von früher und heute",1924
"http://d-nb.info/gnd/118506617","Ernst Barlach","Die Sündflut",1924
"http://d-nb.info/gnd/11851038X","Hugo Bettauer","Die freudlose Gasse",1924
"http://d-nb.info/gnd/118637843","Theodor Birt","Alexander der Große…",1924
"http://d-nb.info/gnd/11672563X","Wilhelm Cremer","Die Entdeckung des …",1924
"http://d-nb.info/gnd/116636785","Egmont Colerus","Pythagoras",1924
"http://d-nb.info/gnd/118590391","Carl von Ossietzky","Sämtliche Schriften…",1924
"http://d-nb.info/gnd/118520393","G. K. Chesterton","Der Mann, der Donne…",1924
"http://d-nb.info/gnd/118668250","Karel Capek","Krakatit",1924
"http://d-nb.info/gnd/118733001","Dmitri Mereschkowski","Peter und Alexej",1924
"http://d-nb.info/gnd/118630458","Ernst Weiß","Der Fall Vukobranko…",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Auf der Galerie",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Fürsprecher",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Der Schlag ans Hoft…",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Das Urteil",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Ein Besuch im Bergw…",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Ein altes Blatt",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Der Geier",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Nachts",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Das Urteil",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Das nächste Dorf",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Schakale und Araber",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Ein Traum",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Von den Gleichnissen",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Ein Landarzt",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Eine kaiserliche Bo…",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Das Schweigen der S…",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Die Sorge des Hausv…",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Ein Bericht für ein…",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Hochzeitsvorbereitu…",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Ein Hungerkünstler",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Der Jäger Gracchus",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Betrachtung (1913)",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Elf Söhne",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Ein Brudermord",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Der Kübelreiter",1924
"http://d-nb.info/gnd/118559230","Franz Kafka","Vor dem Gesetz",1924
